, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048
DBLP_binary.txt, 3252.465259, 2722.760913, 2301.094777, 1967.076851, 1895.208382, 1488.185615, 2424.359961, 1879.982348, 3162.982566, , 
friendster_binary.txt, , , , , , 936944.681976, 510116.412415, 63795.825829, 275109.46393, 201810.420459, 227456.630697
githubSmall_binary.txt, 220.63082, 159.568998, 426.905712, 188.26995, , , , , , , 
github_binary.txt, 209.284844, , , , 2092.53211, 315.369793, 378.44094, 1126.619534, 31320.826326, , 
HepPh_binary.txt, 363.978042, 365.830427, 303.414486, 357.513818, 292.164194, 517.191241, , 1637.661436, 1485.452553, , 
livejournal_binary.txt, , , 1837142.468578, 907144.669208, 450343.441284, 256534.042399, 135302.078827, 102341.532748, 51371.795913, 46556.581385, 
orkut_big_binary.txt, , , 1991358.479044, 1004967.986358, 512502.292739, 276371.703561, 160101.597087, 83051.556366, 78113.135486, 83631.477622, 
orkut_small_binary.txt, , , 77324.583495, 41159.152318, 39691.203361, 29171.790245, 49754.033008, 20104.835471, 23293.221374, 37222.503212, 
Pokec_binary.txt, , , 668905.674039, 368593.788673, 198245.214063, 95978.20509, 78614.378804, 40590.552117, 34463.771075, 41750.283983, 
twitter_binary.txt, , , , , , , , , 989474.178063, , 
wikipedia_binary.txt, , , , , , 1132245.182073, 623426.901201, 404129.344592, 226438.220018, 210758.359007, 199296.050922
